,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,1.8487211465835571,0.24459320306777954,1.7820565700531006,0.28037384152412415
1,1.7356504201889038,0.23995880782604218,1.6799256801605225,0.25233644247055054
2,1.6399078369140625,0.27136972546577454,1.5729480981826782,0.25233644247055054
3,1.5573859214782715,0.2868176996707916,1.5537859201431274,0.25233644247055054
4,1.536575436592102,0.2502574622631073,1.5161293745040894,0.25233644247055054
5,1.5033574104309082,0.2502574622631073,1.4877350330352783,0.25233644247055054
6,1.4776289463043213,0.2502574622631073,1.4664363861083984,0.25233644247055054
7,1.4590364694595337,0.24768279492855072,1.4503931999206543,0.25233644247055054
8,1.4448343515396118,0.25849640369415283,1.4382731914520264,0.25233644247055054
9,1.4342175722122192,0.24253347516059875,1.4287036657333374,0.25233644247055054
10,1.4255633354187012,0.2378990799188614,1.421371340751648,0.25233644247055054
11,1.4187209606170654,0.2512873411178589,1.4154436588287354,0.25233644247055054
12,1.4129092693328857,0.25901132822036743,1.4106217622756958,0.25233644247055054
13,1.4091322422027588,0.24459320306777954,1.4065688848495483,0.25233644247055054
14,1.4038612842559814,0.25952625274658203,1.395338773727417,0.25233644247055054
15,1.3904751539230347,0.28012359142303467,1.4019923210144043,0.25233644247055054
16,1.400037169456482,0.238414004445076,1.365705966949463,0.25233644247055054
17,1.3099725246429443,0.3429454267024994,1.0978492498397827,0.4953271150588989
18,1.1107828617095947,0.4593202769756317,0.9675899744033813,0.5841121673583984
19,1.0990757942199707,0.4742533564567566,0.9006041288375854,0.5467289686203003
20,1.0211180448532104,0.5190525054931641,0.8968098163604736,0.5514018535614014
21,1.006025791168213,0.5319258570671082,0.927914559841156,0.6028037667274475
22,0.9665835499763489,0.5427394509315491,0.9308078289031982,0.5607476830482483
23,1.0009965896606445,0.5350154638290405,0.9302622079849243,0.5560747385025024
24,0.9880557060241699,0.5494335889816284,0.8363062739372253,0.6214953064918518
25,0.9576587080955505,0.5550978183746338,0.8455026745796204,0.5747663378715515
26,0.9563390612602234,0.5617919564247131,0.834440290927887,0.6121495366096497
27,0.9367386698722839,0.5777549147605896,0.9568265676498413,0.5514018535614014
28,0.9419236779212952,0.5540679693222046,0.9476687908172607,0.5560747385025024
29,0.9174960851669312,0.5695159435272217,0.834943413734436,0.5841121673583984
30,0.8966267108917236,0.5823892951011658,0.8474416732788086,0.6121495366096497
31,0.8672255873680115,0.6081359386444092,0.8888476490974426,0.6074766516685486
32,0.8918492197990417,0.5844489932060242,0.8973758220672607,0.5841121673583984
33,0.8747411966323853,0.6009268760681152,0.8259828090667725,0.6074766516685486
34,0.8448074460029602,0.6235839128494263,0.8883940577507019,0.6214953064918518
