,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,1.8493475914001465,0.25798144936561584,1.774135708808899,0.2429906576871872
1,1.7243006229400635,0.23480947315692902,1.665647029876709,0.25233644247055054
2,1.6268668174743652,0.24562306702136993,1.5826926231384277,0.25233644247055054
3,1.5546001195907593,0.2481977343559265,1.5232632160186768,0.2429906576871872
4,1.5030097961425781,0.2605561316013336,1.4830211400985718,0.30841121077537537
5,1.4604146480560303,0.2760041058063507,1.383737564086914,0.3317756950855255
6,1.4009075164794922,0.37281152606010437,1.4154937267303467,0.36915886402130127
7,1.3422898054122925,0.41194644570350647,1.2279785871505737,0.4672897160053253
8,1.2007578611373901,0.45365601778030396,1.0537861585617065,0.4579439163208008
9,1.100492238998413,0.4969103932380676,0.9689502120018005,0.5420560836791992
10,1.0495874881744385,0.5283213257789612,1.1939125061035156,0.46261683106422424
11,1.0445932149887085,0.520082414150238,0.9567866921424866,0.5280373692512512
12,1.0042786598205566,0.5283213257789612,1.1059074401855469,0.4859813153743744
13,0.9606153964996338,0.5602471828460693,0.9196264147758484,0.5654205679893494
14,0.9249041676521301,0.5674562454223633,1.077519178390503,0.4813084006309509
15,0.924309253692627,0.5700308680534363,0.938380777835846,0.5420560836791992
16,0.9045905470848083,0.5823892951011658,1.280630111694336,0.420560747385025
17,0.9660804271697998,0.5432543754577637,0.9054122567176819,0.5280373692512512
18,0.8812583088874817,0.5937178134918213,0.8876869082450867,0.5934579372406006
19,0.833572506904602,0.6101956963539124,0.9682090878486633,0.5
20,0.9256837368011475,0.5607621073722839,0.8986268639564514,0.5560747385025024
21,0.8045143485069275,0.6251287460327148,0.8866817951202393,0.5186915993690491
22,0.8293281197547913,0.6019567251205444,0.8629934191703796,0.5327102541923523
23,0.7604137063026428,0.6446961760520935,1.205485224723816,0.5373831987380981
24,0.7802677750587463,0.6127703189849854,0.9543064832687378,0.5514018535614014
25,0.7169991135597229,0.6549948453903198,0.9126971960067749,0.5654205679893494
26,0.6710759401321411,0.6652935147285461,1.172749400138855,0.5233644843101501
27,0.6610709428787231,0.6709578037261963,0.9006758332252502,0.5420560836791992
28,0.667592465877533,0.6585993766784668,1.012721300125122,0.5560747385025024
29,0.669924795627594,0.6714727282524109,1.50554358959198,0.49065420031547546
30,0.6779475808143616,0.6616889834403992,0.9114909172058105,0.6074766516685486
31,0.5693110227584839,0.6967044472694397,1.3638873100280762,0.5420560836791992
32,0.5892435312271118,0.6992790699005127,1.392429232597351,0.5233644843101501
33,0.5816288590431213,0.7008239030838013,0.9349362254142761,0.6074766516685486
