,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,1.8434953689575195,0.25489187240600586,1.7743518352508545,0.2429906576871872
1,1.724952220916748,0.24716787040233612,1.6657418012619019,0.25233644247055054
2,1.6261199712753296,0.2492275983095169,1.5665074586868286,0.25233644247055054
3,1.5451077222824097,0.26776519417762756,1.530065655708313,0.25233644247055054
4,1.5057882070541382,0.28321316838264465,1.4372761249542236,0.2289719581604004
5,1.3909525871276855,0.39958804845809937,1.4431259632110596,0.336448609828949
6,1.3260306119918823,0.41503605246543884,1.108339786529541,0.42990654706954956
7,1.1733812093734741,0.4881565272808075,1.0757046937942505,0.5
8,1.1178102493286133,0.49536558985710144,0.9481399655342102,0.5327102541923523
9,1.0138804912567139,0.5422245264053345,0.9843783378601074,0.5093457698822021
10,0.9728643298149109,0.5566426515579224,0.9286450743675232,0.5514018535614014
11,0.9766901731491089,0.5612770318984985,0.8942140936851501,0.5887850522994995
12,0.9209412932395935,0.5751802325248718,0.8818802833557129,0.5841121673583984
13,0.903942883014679,0.6065911650657654,0.8252500891685486,0.6074766516685486
14,0.8864547610282898,0.6009268760681152,0.8529758453369141,0.5887850522994995
15,0.8726959228515625,0.5947476625442505,0.8932344913482666,0.5514018535614014
16,0.8929772973060608,0.6004119515419006,0.7723686695098877,0.6121495366096497
17,0.8802006840705872,0.6050463318824768,0.7858379483222961,0.6214953064918518
18,0.7990226745605469,0.6292482018470764,0.8477411270141602,0.6028037667274475
19,0.7915650606155396,0.6277034282684326,0.7589025497436523,0.6168224215507507
20,0.7460137605667114,0.6462410092353821,0.8995338082313538,0.6028037667274475
21,0.8149157762527466,0.6246138215065002,0.7284459471702576,0.6401869058609009
22,0.7429348826408386,0.6549948453903198,0.7602798342704773,0.65887850522995
23,0.7091990113258362,0.6864057779312134,0.7501571774482727,0.6355140209197998
24,0.7200825214385986,0.6601442098617554,0.8674423098564148,0.6495327353477478
25,0.6548281908035278,0.6874356269836426,0.7448838949203491,0.6168224215507507
26,0.6569768786430359,0.7044284343719482,0.7323299050331116,0.6869158744812012
27,0.6285645365715027,0.7203913331031799,0.8243045806884766,0.6355140209197998
