,loss,reconstruction_loss,vqvae_loss,style_loss
0,1.3531957864761353,1.0037709474563599,0.0031740316189825535,1.385002613067627
1,1.3490843772888184,1.0015286207199097,0.0023155934177339077,1.3809598684310913
2,1.3516916036605835,1.0025990009307861,0.005213834345340729,1.3755155801773071
3,1.3468246459960938,0.9993903636932373,0.005360953044146299,1.368293285369873
4,3.5707132816314697,0.9507981538772583,2.2780630588531494,1.367407202720642
5,1.9491450786590576,0.9341027736663818,0.6728625297546387,1.3687183856964111
6,1.8383837938308716,0.9693138599395752,0.5268025994300842,1.3690704107284546
7,1.4327783584594727,0.8792424201965332,0.21053774654865265,1.3719923496246338
8,2.242767810821533,0.7618725895881653,1.1387940645217896,1.3684056997299194
9,2.4784724712371826,0.742931067943573,1.3943771123886108,1.3646584749221802
10,2.3758418560028076,0.7122169137001038,1.3223105669021606,1.36525559425354
11,2.1993918418884277,0.7307618856430054,1.1263482570648193,1.369126558303833
12,2.0297632217407227,0.7557646036148071,0.9310855269432068,1.3716518878936768
13,2.0996885299682617,0.7564137578010559,0.9995797872543335,1.374779462814331
14,2.6553456783294678,0.7403159737586975,1.5709329843521118,1.3763846158981323
15,3.263852119445801,0.7488808035850525,2.169231414794922,1.382958173751831
16,3.5915088653564453,0.7804533839225769,2.4596431255340576,1.4056473970413208
17,3.4584367275238037,0.7256789803504944,2.378509998321533,1.4169899225234985
18,3.377669334411621,0.7018377780914307,2.321362018585205,1.4178805351257324
19,2.6643810272216797,0.6819809079170227,1.6262327432632446,1.4246686697006226
20,2.4868757724761963,0.6659852266311646,1.4640454053878784,1.427383303642273
21,2.2808361053466797,0.6485345363616943,1.2752472162246704,1.428215742111206
22,2.0870137214660645,0.6432796120643616,1.0843584537506104,1.4375020265579224
23,1.9141085147857666,0.6000149250030518,0.9507724046707153,1.4532866477966309
24,2.028528928756714,0.5022185444831848,1.1545374393463135,1.4870930910110474
25,2.356795072555542,0.4295118451118469,1.5554673671722412,1.487263798713684
26,1.9989757537841797,0.39693960547447205,1.2379350662231445,1.4564036130905151
27,2.0558876991271973,0.36389580368995667,1.330350637435913,1.4465663433074951
28,2.193227529525757,0.3740396797657013,1.4589470624923706,1.440962314605713
29,4.162076950073242,0.44436222314834595,3.355370283126831,1.449379563331604
