loss,reconstruction_loss,vqvae_loss
1.0023804903030396,1.0012754201889038,0.0011052951449528337
1.0007081031799316,1.0006701946258545,3.761446714634076e-05
1.004176378250122,1.004162311553955,1.3739427231485024e-05
1.001254916191101,1.0012423992156982,1.2546340258268174e-05
1.0054657459259033,1.005453109741211,1.2585486729221884e-05
1.001046061515808,1.0010327100753784,1.3527371265809052e-05
0.9999004006385803,0.9998823404312134,1.8223941879114136e-05
0.9971253275871277,0.9970994591712952,2.557884727139026e-05
0.9989185929298401,0.9988736510276794,4.4842978240922093e-05
0.9986811876296997,0.998609721660614,7.138829823816195e-05
0.996979832649231,0.9967194199562073,0.000260265136603266
1.000442385673523,0.9975959062576294,0.002846377668902278
1.0111525058746338,0.9940517544746399,0.01710052601993084
1.1137006282806396,0.9971550107002258,0.1165454089641571
1.027132272720337,0.9885498881340027,0.038582462817430496
1.0247400999069214,0.9906290173530579,0.03411123529076576
1.0282747745513916,0.9894253611564636,0.038849521428346634
1.0259124040603638,0.9886446595191956,0.03726760670542717
1.0419530868530273,0.9883383512496948,0.053614530712366104
1.0521886348724365,0.9898273348808289,0.062360912561416626
1.0724997520446777,0.9884120225906372,0.08408733457326889
1.1009894609451294,0.9868191480636597,0.11417052149772644
1.1413344144821167,0.9873186349868774,0.15401597321033478
1.1959269046783447,0.9876829981803894,0.20824390649795532
1.2414321899414062,0.9874809980392456,0.25395146012306213
1.2688008546829224,0.9848476052284241,0.28395313024520874
1.4312530755996704,0.9835909008979797,0.4476625621318817
1.3300307989120483,0.9793508052825928,0.35068005323410034
1.1969772577285767,0.979178249835968,0.21779878437519073
1.1193621158599854,0.9781834483146667,0.14117875695228577
1.1388623714447021,0.9783058166503906,0.1605565845966339
1.15138840675354,0.9777759909629822,0.17361222207546234
1.1116129159927368,0.9769020676612854,0.134710893034935
1.068562388420105,0.9778555631637573,0.09070674329996109
1.3224244117736816,0.9797743558883667,0.3426503837108612
1.1373146772384644,0.9768915772438049,0.1604231297969818
1.0948539972305298,0.9766340255737305,0.11821997910737991
