,loss,reconstruction_loss,vqvae_loss
0,1.9034395217895508,0.9418489933013916,0.9615904688835144
1,8.668400764465332,0.7652252316474915,7.903176784515381
2,7.517856121063232,0.7239392399787903,6.793917179107666
3,4.086904048919678,0.6938894987106323,3.3930141925811768
4,2.8331756591796875,0.6662654280662537,2.166910171508789
5,1.8801466226577759,0.6566031575202942,1.2235437631607056
6,2.272261381149292,0.6000763773918152,1.6721851825714111
7,2.134479522705078,0.46388593316078186,1.6705933809280396
8,1.7414515018463135,0.41021379828453064,1.3312379121780396
9,1.4674140214920044,0.3713153004646301,1.096098780632019
10,1.2155954837799072,0.3473905920982361,0.8682048916816711
11,1.1049199104309082,0.33288058638572693,0.7720392346382141
12,1.03868567943573,0.32270053029060364,0.715985119342804
13,0.9851388931274414,0.3168805241584778,0.6682583093643188
14,0.9801830649375916,0.3125093877315521,0.6676737666130066
15,0.9569859504699707,0.30395379662513733,0.6530320644378662
16,0.926838219165802,0.29213935136795044,0.6346988081932068
17,0.8764616847038269,0.28622132539749146,0.5902402997016907
18,0.8272795081138611,0.2787545323371887,0.5485251545906067
19,0.7932060956954956,0.2747531533241272,0.5184530019760132
20,0.7637880444526672,0.2712644040584564,0.492523729801178
21,0.7332271337509155,0.26847636699676514,0.4647507965564728
22,0.7121695280075073,0.26374414563179016,0.4484255015850067
23,0.6915686130523682,0.25959667563438416,0.4319719970226288
24,0.6651058793067932,0.25455981492996216,0.4105460047721863
25,0.6440082788467407,0.2518225610256195,0.39218562841415405
26,0.633442759513855,0.2477187067270279,0.3857240378856659
27,0.6217821836471558,0.24483443796634674,0.376947820186615
28,0.6118025183677673,0.24330826103687286,0.3684942424297333
29,0.6053726673126221,0.24188077449798584,0.36349186301231384
30,0.6052170991897583,0.23915791511535645,0.36605939269065857
31,0.5837005972862244,0.2373361438512802,0.34636440873146057
32,0.594656765460968,0.23625926673412323,0.35839757323265076
33,0.5792642831802368,0.2348395437002182,0.34442463517189026
34,0.5925405025482178,0.23220624029636383,0.3603343963623047
35,0.5868555903434753,0.2317972183227539,0.35505831241607666
36,0.6017647981643677,0.23193950951099396,0.36982521414756775
37,0.569628894329071,0.23019464313983917,0.3394342064857483
38,0.5668041110038757,0.22954639792442322,0.3372577726840973
39,0.5563626885414124,0.22761477530002594,0.3287479877471924
40,0.5579943060874939,0.22970916330814362,0.3282851576805115
41,0.549008309841156,0.22607076168060303,0.3229374885559082
42,0.5658773183822632,0.22579538822174072,0.3400818705558777
43,0.553587794303894,0.2243083417415619,0.3292795717716217
44,0.5571566820144653,0.22463269531726837,0.3325238525867462
45,0.5561102628707886,0.2222449779510498,0.3338652551174164
46,0.5504571199417114,0.22163957357406616,0.3288176655769348
47,0.5546751022338867,0.22020556032657623,0.3344695270061493
48,0.550064742565155,0.2214314490556717,0.3286333382129669
49,0.552949070930481,0.2207457721233368,0.3322032392024994
