,loss,reconstruction_loss,vqvae_loss,style_loss
0,2.747375249862671,0.9981220960617065,0.019223885610699654,1.384023666381836
1,3.745532274246216,0.8982689380645752,1.1231021881103516,1.379328727722168
2,6.04697847366333,0.7498453259468079,3.575998306274414,1.3769073486328125
3,4.801237106323242,0.7222356796264648,2.3591928482055664,1.3758469820022583
4,4.114609241485596,0.7167633175849915,1.6793864965438843,1.374767541885376
5,3.6720640659332275,0.6753243207931519,1.2795194387435913,1.373777151107788
6,3.579927921295166,0.626582145690918,1.2379817962646484,1.3722913265228271
7,4.780847072601318,0.4927373230457306,2.572322368621826,1.37263023853302
8,4.407020568847656,0.41077113151550293,2.284672498703003,1.3692612648010254
9,3.435424566268921,0.366001695394516,1.3675650358200073,1.3614858388900757
10,3.516483783721924,0.36590176820755005,1.4553141593933105,1.356213927268982
11,3.35027813911438,0.36717694997787476,1.2932205200195312,1.3519041538238525
12,3.260375738143921,0.3564670979976654,1.2170255184173584,1.349506139755249
13,3.158297300338745,0.3594633638858795,1.1141823530197144,1.3477214574813843
14,3.058199405670166,0.35348793864250183,1.0238263607025146,1.34470796585083
15,3.018839120864868,0.3492971360683441,0.9893646240234375,1.3441420793533325
16,2.973480463027954,0.3420694172382355,0.9535422921180725,1.342294692993164
17,2.8672780990600586,0.33319225907325745,0.8578665852546692,1.3409755229949951
18,2.7529571056365967,0.3246818780899048,0.7547093033790588,1.3388526439666748
19,2.6817517280578613,0.3211543560028076,0.6884894967079163,1.33768630027771
20,2.657637596130371,0.31668713688850403,0.6682120561599731,1.338191032409668
21,2.6262903213500977,0.315012663602829,0.6392508745193481,1.3376216888427734
22,2.61385440826416,0.3123408555984497,0.6318677663803101,1.3357162475585938
23,2.579627275466919,0.30781489610671997,0.6041221618652344,1.334152340888977
24,2.5571718215942383,0.30387353897094727,0.5846858024597168,1.3348896503448486
25,2.537384271621704,0.30209624767303467,0.5695260763168335,1.3326101303100586
26,2.529980182647705,0.2991032302379608,0.5640898942947388,1.3334296941757202
27,2.5082595348358154,0.29901233315467834,0.545859694480896,1.3307100534439087
28,2.490804433822632,0.2947711646556854,0.5333182215690613,1.3301719427108765
29,2.474728584289551,0.2918798625469208,0.5206751227378845,1.329738736152649
30,2.463416337966919,0.2893717885017395,0.5111855864524841,1.3302873373031616
31,2.4593112468719482,0.2873170077800751,0.5084072947502136,1.330869436264038
32,2.4465863704681396,0.28560957312583923,0.49643638730049133,1.3316328525543213
33,2.441819429397583,0.2842342257499695,0.4960056245326996,1.3292639255523682
34,2.441807985305786,0.2811613082885742,0.5000819563865662,1.3284516334533691
35,2.429802417755127,0.2788265645503998,0.490060418844223,1.3287324905395508
36,2.426110029220581,0.2772997319698334,0.4880230724811554,1.328629493713379
37,2.4261600971221924,0.2768089175224304,0.4903547763824463,1.3271971940994263
38,2.433037281036377,0.27430132031440735,0.5002596974372864,1.326780915260315
39,2.428415536880493,0.2727743685245514,0.49746882915496826,1.3265379667282104
